EngagementID,ContentID,ContentType,Views,Clicks,Likes,EngagementDate,CampaignID,ProductID
535,39,SOCIAL MEDIA,5497,2279,382,15-05-2023 00:00,10,18
536,44,SOCIAL MEDIA,2999,328,101,12-09-2023 00:00,8,10
537,7,SOCIAL MEDIA,964,82,9,09-04-2025 00:00,7,15
539,49,VIDEO,2276,204,32,29-07-2024 00:00,18,18
540,22,VIDEO,1482,105,8,14-06-2025 00:00,2,17
541,9,VIDEO,727,26,0,04-11-2025 00:00,2,3
544,16,BLOG,263,56,16,31-07-2023 00:00,9,14
545,1,SOCIAL MEDIA,4882,924,221,14-05-2024 00:00,15,14
548,35,BLOG,994,67,3,01-05-2025 00:00,1,6
549,41,BLOG,1835,158,18,07-02-2025 00:00,15,13
550,28,VIDEO,678,25,1,25-07-2025 00:00,10,10
553,6,BLOG,1800,251,16,19-12-2024 00:00,19,19
554,30,SOCIAL MEDIA,3370,1112,329,22-12-2023 00:00,4,6
555,47,SOCIAL MEDIA,3690,287,21,27-06-2024 00:00,11,13
556,32,SOCIAL MEDIA,6010,1097,236,12-05-2023 00:00,4,19
557,13,VIDEO,4281,706,241,30-01-2023 00:00,17,5
558,45,VIDEO,831,66,3,23-06-2025 00:00,11,13
559,4,VIDEO,409,15,1,21-03-2025 00:00,12,11
560,33,VIDEO,1062,235,27,21-05-2024 00:00,19,20
561,34,SOCIAL MEDIA,1862,468,166,13-07-2023 00:00,3,1
562,38,VIDEO,259,14,1,17-05-2025 00:00,8,17
563,7,VIDEO,1598,68,1,13-06-2025 00:00,16,16
565,20,VIDEO,7683,2806,680,29-01-2023 00:00,13,16
566,10,SOCIAL MEDIA,753,107,11,15-02-2025 00:00,4,12
567,22,VIDEO,4232,918,154,27-04-2023 00:00,15,6
569,26,BLOG,442,66,10,20-09-2024 00:00,10,8
570,3,VIDEO,579,12,0,31-10-2025 00:00,19,14
572,18,SOCIAL MEDIA,2774,463,104,10-07-2024 00:00,10,13
574,1,SOCIAL MEDIA,658,70,13,06-07-2024 00:00,8,16
576,8,VIDEO,1345,91,19,24-08-2024 00:00,2,10
577,2,SOCIAL MEDIA,3081,849,329,10-04-2023 00:00,20,6
578,25,VIDEO,694,8,0,27-08-2025 00:00,12,4
579,16,SOCIAL MEDIA,2410,207,22,05-01-2024 00:00,2,12
582,33,SOCIAL MEDIA,236,10,0,13-09-2025 00:00,8,12
583,8,VIDEO,6773,1129,187,30-04-2023 00:00,20,16
584,48,SOCIAL MEDIA,8032,2851,790,09-06-2023 00:00,7,7
585,39,SOCIAL MEDIA,4296,467,111,08-02-2024 00:00,15,6
587,46,BLOG,1729,233,25,01-03-2025 00:00,18,16
590,41,SOCIAL MEDIA,215,7,0,15-12-2025 00:00,7,15
592,20,BLOG,5607,1433,167,17-04-2023 00:00,19,6
593,12,SOCIAL MEDIA,6444,2254,441,26-10-2023 00:00,3,17
595,46,VIDEO,1379,54,4,29-12-2024 00:00,1,18
597,41,VIDEO,4890,632,211,12-03-2023 00:00,11,14
598,41,BLOG,1443,138,11,10-10-2023 00:00,1,1
600,3,SOCIAL MEDIA,8786,1381,382,25-03-2023 00:00,17,9
601,43,BLOG,2133,154,4,02-04-2025 00:00,6,4
602,1,BLOG,5457,639,203,25-06-2023 00:00,7,14
603,42,BLOG,336,3,0,26-11-2025 00:00,8,14
605,10,SOCIAL MEDIA,5831,622,171,30-07-2023 00:00,15,13
606,41,VIDEO,3381,576,106,02-10-2024 00:00,10,15
607,19,SOCIAL MEDIA,6591,825,238,22-12-2023 00:00,12,2
608,33,SOCIAL MEDIA,3491,635,62,29-07-2023 00:00,16,6
609,26,SOCIAL MEDIA,7057,591,89,13-10-2023 00:00,10,12
610,50,VIDEO,1278,330,30,07-06-2024 00:00,2,14
613,17,BLOG,2874,113,7,20-01-2025 00:00,7,11
614,14,VIDEO,3290,1006,258,12-10-2023 00:00,11,2
615,17,BLOG,220,9,0,29-12-2025 00:00,17,14
616,12,SOCIAL MEDIA,549,29,5,18-11-2024 00:00,20,15
618,17,VIDEO,776,18,0,09-09-2025 00:00,13,20
619,46,SOCIAL MEDIA,1120,118,5,12-05-2025 00:00,16,3
620,30,VIDEO,4336,322,64,13-05-2024 00:00,2,19
621,45,BLOG,5865,2367,588,09-06-2023 00:00,13,13
623,48,SOCIAL MEDIA,800,62,1,29-05-2025 00:00,14,13
626,15,VIDEO,4595,1068,275,22-05-2024 00:00,3,5
627,14,SOCIAL MEDIA,3547,805,109,23-07-2024 00:00,9,2
629,49,SOCIAL MEDIA,4513,243,32,07-08-2024 00:00,12,5
630,25,VIDEO,1993,198,26,16-12-2024 00:00,9,1
631,22,VIDEO,8207,923,396,21-02-2023 00:00,17,18
633,16,BLOG,7169,2337,1069,27-02-2023 00:00,11,5
634,9,BLOG,408,14,0,24-05-2025 00:00,3,17
635,4,VIDEO,248,9,0,06-09-2025 00:00,8,14
636,21,SOCIAL MEDIA,5083,781,216,06-03-2024 00:00,2,13
637,33,BLOG,1175,464,48,04-06-2023 00:00,1,3
641,30,BLOG,2922,267,23,06-09-2024 00:00,11,13
643,28,SOCIAL MEDIA,3996,969,257,26-10-2023 00:00,4,7
644,3,VIDEO,1698,188,29,24-02-2024 00:00,8,1
645,1,SOCIAL MEDIA,157,42,11,20-11-2023 00:00,6,20
646,43,BLOG,1039,224,44,07-05-2024 00:00,17,15
647,19,BLOG,4206,783,118,08-03-2024 00:00,19,19
648,21,BLOG,5831,2028,505,20-02-2023 00:00,18,14
649,5,BLOG,1618,608,98,11-08-2023 00:00,13,17
650,28,VIDEO,7396,2102,483,01-06-2023 00:00,8,9
651,46,SOCIAL MEDIA,7744,1134,223,24-08-2023 00:00,4,11
652,22,VIDEO,984,281,91,29-06-2023 00:00,6,4
653,24,VIDEO,8533,1197,422,20-05-2023 00:00,3,9
654,12,BLOG,3855,976,326,29-12-2023 00:00,12,4
656,32,SOCIAL MEDIA,2221,168,29,14-12-2024 00:00,19,3
657,23,BLOG,4169,703,62,30-09-2024 00:00,2,1
658,37,VIDEO,7079,1943,586,25-09-2023 00:00,18,3
659,12,VIDEO,2104,131,24,06-05-2024 00:00,15,11
660,18,BLOG,608,8,0,06-09-2025 00:00,6,14
661,18,VIDEO,2151,241,14,13-10-2024 00:00,13,16
663,11,BLOG,925,39,0,04-10-2025 00:00,20,7
665,22,SOCIAL MEDIA,6304,1513,260,16-12-2023 00:00,13,12
666,14,SOCIAL MEDIA,3062,162,9,31-12-2024 00:00,2,20
667,44,BLOG,1090,35,1,14-02-2025 00:00,10,20
668,14,BLOG,6293,1990,223,01-12-2023 00:00,16,12
669,45,VIDEO,727,104,12,05-09-2023 00:00,11,2
670,18,SOCIAL MEDIA,5528,1548,504,19-12-2023 00:00,15,6
672,28,SOCIAL MEDIA,7705,2908,685,22-02-2023 00:00,20,9
673,35,VIDEO,1301,125,6,26-01-2025 00:00,18,2
674,29,SOCIAL MEDIA,5429,2104,774,11-01-2023 00:00,15,10
675,25,SOCIAL MEDIA,7826,1547,353,19-06-2023 00:00,4,2
676,25,SOCIAL MEDIA,54,1,0,11-07-2025 00:00,19,8
677,39,VIDEO,6793,1772,200,05-07-2023 00:00,18,16
680,35,SOCIAL MEDIA,1897,125,27,01-07-2024 00:00,19,12
681,26,VIDEO,2683,527,69,13-10-2024 00:00,5,12
682,4,VIDEO,1294,58,8,23-01-2025 00:00,3,14
683,11,SOCIAL MEDIA,3263,661,59,04-06-2024 00:00,18,9
684,9,SOCIAL MEDIA,1772,207,12,25-11-2024 00:00,4,5
687,31,VIDEO,179,6,0,08-10-2025 00:00,4,7
689,28,VIDEO,808,12,0,29-10-2025 00:00,17,7
690,24,BLOG,1491,61,4,11-07-2025 00:00,18,9
691,40,BLOG,5123,2062,694,28-01-2023 00:00,18,9
692,13,VIDEO,1514,294,61,28-04-2024 00:00,15,9
693,17,SOCIAL MEDIA,3491,555,108,10-04-2024 00:00,20,7
696,14,VIDEO,4053,1261,143,03-01-2023 00:00,4,11
697,7,BLOG,5787,2258,270,06-04-2023 00:00,12,1
698,43,SOCIAL MEDIA,127,3,0,12-06-2025 00:00,6,6
699,35,BLOG,3671,859,224,03-03-2024 00:00,11,3
700,1,VIDEO,1404,287,62,02-06-2023 00:00,11,6
701,34,BLOG,234,7,0,09-06-2025 00:00,11,3
702,23,BLOG,3505,796,170,08-06-2023 00:00,11,16
703,12,SOCIAL MEDIA,598,10,0,12-12-2025 00:00,15,4
706,30,BLOG,8960,2078,308,11-01-2023 00:00,13,11
708,21,BLOG,170,5,0,05-08-2025 00:00,2,16
709,46,VIDEO,317,14,0,09-09-2025 00:00,2,5
710,22,SOCIAL MEDIA,4104,632,70,27-09-2023 00:00,2,20
711,12,VIDEO,829,197,15,13-11-2023 00:00,14,20
712,17,BLOG,411,6,0,19-12-2025 00:00,16,9
714,46,BLOG,2676,129,11,30-07-2024 00:00,1,11
716,48,VIDEO,4392,891,117,10-08-2024 00:00,19,12
717,25,SOCIAL MEDIA,639,27,0,19-11-2025 00:00,11,14
718,41,SOCIAL MEDIA,4521,931,96,28-06-2024 00:00,7,8
719,31,BLOG,7338,2960,846,18-05-2023 00:00,13,16
722,34,SOCIAL MEDIA,2655,279,62,06-11-2023 00:00,1,11
723,47,SOCIAL MEDIA,77,1,0,15-11-2025 00:00,10,20
724,38,BLOG,1456,118,5,11-03-2025 00:00,15,14
725,46,VIDEO,1615,164,10,13-09-2024 00:00,16,10
726,10,VIDEO,1788,247,39,24-06-2024 00:00,3,19
727,30,SOCIAL MEDIA,1874,360,57,14-10-2024 00:00,19,13
728,4,VIDEO,2189,182,10,04-04-2025 00:00,15,7
729,50,BLOG,4412,884,202,31-03-2024 00:00,17,6
730,19,SOCIAL MEDIA,2149,267,32,25-03-2025 00:00,12,4
731,4,VIDEO,489,79,13,07-11-2024 00:00,19,2
732,25,VIDEO,439,7,0,24-10-2025 00:00,7,3
733,5,BLOG,192,16,0,11-02-2025 00:00,16,3
734,30,BLOG,8104,1780,277,30-05-2023 00:00,19,5
735,1,BLOG,3440,756,128,26-08-2024 00:00,6,17
736,17,BLOG,1060,41,1,08-08-2025 00:00,5,11
738,11,SOCIAL MEDIA,1022,108,28,07-05-2024 00:00,15,10
739,39,SOCIAL MEDIA,3533,1370,476,25-02-2023 00:00,12,1
740,50,VIDEO,33,0,0,25-11-2025 00:00,1,14
741,12,VIDEO,960,13,0,30-09-2025 00:00,10,18
742,44,BLOG,799,221,66,14-10-2023 00:00,19,11
744,40,SOCIAL MEDIA,6450,1074,297,20-11-2023 00:00,1,1
748,47,BLOG,3383,574,42,07-04-2024 00:00,6,8
750,33,BLOG,2129,223,19,20-01-2025 00:00,17,9
751,2,SOCIAL MEDIA,2069,102,6,28-02-2025 00:00,16,1
752,38,BLOG,253,25,1,16-02-2025 00:00,17,3
754,27,VIDEO,5309,1185,249,01-03-2024 00:00,13,1
755,44,BLOG,2862,167,30,05-08-2024 00:00,15,6
756,50,VIDEO,819,53,6,02-10-2024 00:00,4,1
757,47,VIDEO,1101,146,28,23-02-2024 00:00,6,3
758,42,BLOG,1984,311,32,04-12-2024 00:00,16,3
759,40,VIDEO,1447,149,21,05-08-2024 00:00,1,11
760,20,VIDEO,2130,161,5,03-05-2025 00:00,8,9
761,14,VIDEO,1414,510,91,25-03-2023 00:00,1,11
763,14,SOCIAL MEDIA,1739,61,4,21-06-2025 00:00,4,19
764,48,BLOG,7732,2570,731,18-06-2023 00:00,6,10
765,31,SOCIAL MEDIA,5472,2376,316,25-03-2023 00:00,5,12
766,49,BLOG,2699,560,30,11-09-2024 00:00,8,17
767,11,VIDEO,6105,2088,755,24-07-2023 00:00,11,20
768,40,VIDEO,3278,881,216,31-05-2023 00:00,19,10
769,16,SOCIAL MEDIA,1091,311,57,24-02-2024 00:00,19,15
770,26,VIDEO,1182,79,2,09-07-2025 00:00,16,15
771,48,BLOG,1409,572,233,17-07-2023 00:00,3,12
772,34,BLOG,367,9,0,07-08-2025 00:00,10,1
773,7,SOCIAL MEDIA,4636,722,104,22-06-2024 00:00,19,14
774,39,SOCIAL MEDIA,2369,688,178,25-03-2024 00:00,5,10
775,8,VIDEO,2375,1022,372,23-04-2023 00:00,6,10
777,3,SOCIAL MEDIA,1425,78,6,07-06-2025 00:00,4,10
779,39,BLOG,1604,552,185,15-10-2023 00:00,17,8
780,30,BLOG,378,17,0,05-12-2025 00:00,5,10
781,28,BLOG,7559,912,204,13-08-2023 00:00,11,1
782,26,SOCIAL MEDIA,5130,663,307,01-03-2023 00:00,20,4
785,50,BLOG,6122,578,146,10-02-2024 00:00,12,15
786,45,SOCIAL MEDIA,5347,2378,930,16-04-2023 00:00,19,13
787,40,VIDEO,3650,603,132,01-04-2024 00:00,11,11
788,33,VIDEO,204,7,0,04-11-2025 00:00,7,5
792,47,VIDEO,3493,1118,297,03-12-2023 00:00,3,12
793,9,VIDEO,5250,1274,121,11-10-2023 00:00,11,15
794,18,SOCIAL MEDIA,201,9,0,12-05-2025 00:00,3,12
796,8,SOCIAL MEDIA,3724,1533,545,28-04-2023 00:00,15,11
797,34,BLOG,1811,149,3,28-05-2025 00:00,17,2
798,3,VIDEO,689,97,11,07-07-2024 00:00,4,8
799,18,BLOG,879,84,17,16-06-2024 00:00,9,10
801,36,SOCIAL MEDIA,3646,648,88,11-01-2024 00:00,16,16
803,42,VIDEO,1107,95,10,23-09-2024 00:00,14,7
805,10,SOCIAL MEDIA,10,0,0,20-12-2025 00:00,17,9
806,35,SOCIAL MEDIA,1801,66,6,31-05-2025 00:00,9,1
808,37,BLOG,3083,446,58,08-01-2025 00:00,6,2
809,2,SOCIAL MEDIA,5275,516,151,05-10-2023 00:00,3,13
810,16,BLOG,6547,1222,425,16-06-2023 00:00,10,12
811,41,SOCIAL MEDIA,205,14,1,16-03-2025 00:00,12,2
813,43,BLOG,195,78,8,13-06-2023 00:00,10,3
814,7,SOCIAL MEDIA,757,60,4,29-06-2025 00:00,8,18
815,2,VIDEO,7679,2681,627,12-02-2023 00:00,12,19
819,23,VIDEO,5386,732,200,01-03-2023 00:00,14,18
820,14,SOCIAL MEDIA,640,23,0,15-10-2025 00:00,19,10
821,31,BLOG,1236,75,2,25-06-2025 00:00,4,5
822,7,VIDEO,6044,799,352,05-05-2023 00:00,16,6
823,8,SOCIAL MEDIA,1326,68,7,22-01-2025 00:00,2,14
824,11,SOCIAL MEDIA,3622,164,22,10-09-2024 00:00,13,10
825,28,VIDEO,950,36,3,30-05-2025 00:00,13,14
826,11,SOCIAL MEDIA,1843,179,52,16-02-2024 00:00,13,13
827,42,SOCIAL MEDIA,84,8,0,19-02-2025 00:00,19,13
828,12,VIDEO,3950,1667,618,05-02-2023 00:00,14,11
829,46,VIDEO,307,14,0,28-11-2025 00:00,2,11
830,44,BLOG,2716,574,151,15-01-2024 00:00,17,4
831,41,BLOG,141,1,0,28-08-2025 00:00,11,4
832,31,VIDEO,2637,130,13,19-12-2024 00:00,7,2
835,16,VIDEO,4425,1152,135,30-04-2023 00:00,10,13
836,1,BLOG,837,45,1,29-08-2025 00:00,14,17
837,48,SOCIAL MEDIA,978,88,5,10-01-2025 00:00,4,14
838,21,VIDEO,4640,886,124,27-06-2024 00:00,9,18
840,30,SOCIAL MEDIA,530,58,4,10-12-2024 00:00,9,1
841,37,BLOG,1733,92,10,20-11-2024 00:00,8,20
842,46,BLOG,4712,1159,200,29-04-2024 00:00,18,6
844,11,BLOG,4545,1015,320,07-03-2023 00:00,16,15
845,42,BLOG,1933,482,52,13-05-2024 00:00,9,2
846,38,SOCIAL MEDIA,8643,2912,1061,24-01-2023 00:00,2,17
847,7,SOCIAL MEDIA,281,8,0,15-12-2025 00:00,11,20
848,36,VIDEO,6569,1074,180,01-11-2023 00:00,19,19
849,11,VIDEO,2281,520,42,26-01-2024 00:00,19,9
851,9,VIDEO,960,22,0,27-10-2025 00:00,9,1
852,36,BLOG,992,319,95,08-04-2023 00:00,15,3
853,4,VIDEO,918,99,7,16-03-2025 00:00,17,18
854,15,BLOG,2712,193,6,17-01-2025 00:00,3,5
855,10,SOCIAL MEDIA,308,35,2,15-05-2024 00:00,15,12
856,39,BLOG,1028,173,32,19-11-2024 00:00,16,15
858,20,VIDEO,308,13,0,27-12-2025 00:00,8,2
860,28,VIDEO,719,72,9,27-02-2025 00:00,3,6
861,11,VIDEO,765,37,0,25-09-2025 00:00,20,17
862,4,VIDEO,3767,484,66,16-10-2024 00:00,4,10
863,6,VIDEO,234,6,0,15-09-2025 00:00,19,15
864,15,BLOG,2400,419,57,18-12-2023 00:00,4,3
865,25,SOCIAL MEDIA,1196,220,44,13-06-2024 00:00,17,17
867,25,VIDEO,1504,130,10,24-02-2025 00:00,14,8
869,40,SOCIAL MEDIA,140,19,2,07-02-2025 00:00,11,15
870,27,SOCIAL MEDIA,4620,591,135,12-04-2023 00:00,13,18
871,37,BLOG,6038,1012,131,03-03-2024 00:00,11,10
872,11,BLOG,3159,270,23,03-08-2024 00:00,1,19
873,40,SOCIAL MEDIA,955,96,23,20-04-2024 00:00,7,18
874,3,BLOG,863,68,8,07-02-2025 00:00,18,19
875,48,SOCIAL MEDIA,2304,400,58,02-09-2024 00:00,3,15
877,22,VIDEO,4090,345,48,12-03-2024 00:00,18,7
878,24,SOCIAL MEDIA,8344,1381,184,31-05-2023 00:00,17,12
880,24,VIDEO,1902,654,202,24-03-2023 00:00,4,17
886,15,SOCIAL MEDIA,681,142,12,21-08-2024 00:00,12,3
887,41,SOCIAL MEDIA,687,22,0,21-09-2025 00:00,13,5
888,35,SOCIAL MEDIA,6035,2101,732,16-11-2023 00:00,13,8
889,39,BLOG,3280,1379,305,03-05-2023 00:00,9,1
890,29,SOCIAL MEDIA,2590,198,50,23-04-2024 00:00,3,6
891,15,BLOG,6196,821,167,13-05-2023 00:00,13,10
893,36,BLOG,8283,892,329,02-02-2023 00:00,9,7
894,37,SOCIAL MEDIA,254,10,0,12-11-2025 00:00,15,6
895,1,BLOG,2703,557,96,11-08-2024 00:00,20,15
896,47,SOCIAL MEDIA,3544,642,135,06-05-2024 00:00,13,17
897,36,SOCIAL MEDIA,5263,933,305,29-12-2023 00:00,9,3
898,38,BLOG,564,10,0,18-11-2025 00:00,3,3
900,49,BLOG,322,84,17,11-01-2024 00:00,11,5
901,6,BLOG,141,5,0,25-09-2025 00:00,12,4
902,49,VIDEO,5029,963,68,05-06-2024 00:00,2,5
903,26,BLOG,4229,723,201,28-12-2023 00:00,5,12
904,41,BLOG,2080,324,106,09-05-2023 00:00,4,2
906,15,VIDEO,1438,114,32,03-11-2023 00:00,12,19
909,40,BLOG,228,13,0,20-08-2025 00:00,6,7
910,19,VIDEO,4025,1169,474,09-06-2023 00:00,8,11
911,32,SOCIAL MEDIA,3103,995,121,30-06-2023 00:00,18,3
912,40,SOCIAL MEDIA,1936,281,12,16-10-2024 00:00,5,16
914,18,VIDEO,740,27,1,06-05-2025 00:00,14,2
915,13,SOCIAL MEDIA,6047,474,90,25-09-2023 00:00,7,6
919,38,VIDEO,786,31,2,05-07-2025 00:00,20,2
920,21,VIDEO,169,40,3,10-10-2023 00:00,4,20
921,19,BLOG,7044,821,95,07-04-2023 00:00,13,10
922,7,BLOG,2566,455,145,21-12-2023 00:00,15,9
923,12,VIDEO,2604,577,124,09-08-2024 00:00,19,12
924,36,BLOG,313,104,12,18-04-2023 00:00,1,18
925,4,BLOG,1552,160,13,15-12-2024 00:00,6,19
926,21,BLOG,6294,1411,457,17-04-2023 00:00,9,15
927,32,BLOG,4699,1447,401,12-01-2024 00:00,10,15
928,9,SOCIAL MEDIA,2342,144,8,04-04-2025 00:00,13,6
929,33,VIDEO,375,91,8,10-07-2024 00:00,17,2
930,36,BLOG,1431,274,12,19-08-2024 00:00,19,7
931,42,VIDEO,817,18,0,22-10-2025 00:00,14,4
932,24,BLOG,1248,81,3,26-07-2025 00:00,8,5
934,37,BLOG,5428,1692,595,01-02-2023 00:00,17,3
935,9,BLOG,1645,382,53,05-08-2024 00:00,5,13
936,43,VIDEO,26,2,0,09-06-2025 00:00,1,4
937,27,SOCIAL MEDIA,8400,1142,373,14-02-2023 00:00,8,16
939,12,SOCIAL MEDIA,4662,1142,196,06-01-2024 00:00,9,16
941,30,SOCIAL MEDIA,1085,141,16,16-10-2024 00:00,9,5
942,20,VIDEO,192,21,1,17-10-2024 00:00,16,2
944,10,VIDEO,546,26,0,05-11-2025 00:00,17,8
945,13,VIDEO,4537,841,131,06-07-2024 00:00,12,5
947,4,BLOG,1470,118,8,04-06-2025 00:00,20,7
948,13,BLOG,2227,333,81,07-07-2024 00:00,6,15
949,16,VIDEO,4359,569,94,18-06-2024 00:00,6,6
950,4,SOCIAL MEDIA,4287,1059,71,01-05-2024 00:00,16,15
952,38,VIDEO,2318,250,9,01-04-2025 00:00,8,5
953,49,SOCIAL MEDIA,169,24,4,24-11-2024 00:00,14,3
954,29,BLOG,2562,321,36,05-08-2024 00:00,15,6
955,18,SOCIAL MEDIA,2269,648,51,20-01-2024 00:00,5,4
956,6,VIDEO,2885,325,15,06-11-2024 00:00,19,15
957,26,VIDEO,752,97,7,07-01-2025 00:00,11,1
958,3,BLOG,4626,525,89,30-03-2023 00:00,14,8
959,2,VIDEO,640,78,6,27-08-2023 00:00,1,17
960,30,BLOG,7823,1177,132,14-07-2023 00:00,17,9
961,30,SOCIAL MEDIA,359,16,0,05-09-2025 00:00,6,17
963,1,BLOG,4258,823,238,13-01-2024 00:00,7,7
964,20,VIDEO,1377,48,1,05-06-2025 00:00,16,6
965,15,SOCIAL MEDIA,3126,839,94,20-10-2023 00:00,19,18
966,24,VIDEO,625,53,4,22-03-2025 00:00,4,2
968,44,VIDEO,7410,1585,436,14-08-2023 00:00,16,15
969,49,SOCIAL MEDIA,1283,37,3,10-05-2025 00:00,12,4
970,39,SOCIAL MEDIA,791,135,43,25-12-2023 00:00,18,8
972,16,VIDEO,896,42,1,07-09-2025 00:00,13,2
973,12,VIDEO,972,212,23,04-08-2024 00:00,15,9
975,35,VIDEO,909,61,3,21-03-2025 00:00,3,9
976,2,SOCIAL MEDIA,6759,1938,703,26-09-2023 00:00,13,17
977,30,BLOG,6064,1791,644,26-04-2023 00:00,18,4
978,26,VIDEO,1871,293,61,13-07-2024 00:00,14,2
979,19,SOCIAL MEDIA,3775,575,179,25-10-2023 00:00,19,15
980,29,SOCIAL MEDIA,2780,579,169,16-10-2023 00:00,20,18
982,16,VIDEO,2021,335,49,01-09-2024 00:00,5,18
983,14,BLOG,1299,159,17,24-06-2024 00:00,9,14
984,35,BLOG,611,81,28,16-02-2023 00:00,5,3
986,49,VIDEO,4084,325,42,04-10-2024 00:00,18,6
987,5,BLOG,1441,97,4,21-06-2025 00:00,4,19
988,24,VIDEO,2786,346,82,12-04-2023 00:00,20,12
991,17,BLOG,57,5,0,06-04-2025 00:00,13,11
992,12,BLOG,337,7,0,24-07-2025 00:00,12,19
994,36,SOCIAL MEDIA,2487,333,36,25-10-2024 00:00,20,9
996,47,SOCIAL MEDIA,5378,556,146,22-03-2024 00:00,4,12
997,17,SOCIAL MEDIA,2050,207,22,14-02-2025 00:00,11,2
998,2,BLOG,1266,116,8,16-04-2025 00:00,7,11
999,41,BLOG,1618,146,12,03-03-2025 00:00,10,5
1000,49,BLOG,189,3,0,31-12-2025 00:00,7,16
1001,42,BLOG,1590,437,52,03-02-2023 00:00,2,17
1002,39,SOCIAL MEDIA,1173,367,128,22-07-2023 00:00,4,5
1003,8,BLOG,293,54,4,13-08-2024 00:00,4,3
1006,50,SOCIAL MEDIA,677,32,1,29-09-2025 00:00,2,15
1007,20,BLOG,4419,676,91,27-06-2024 00:00,7,20
1009,32,SOCIAL MEDIA,8443,2197,942,28-03-2023 00:00,3,17
1010,35,SOCIAL MEDIA,1953,147,26,04-11-2024 00:00,8,18
1011,9,BLOG,3860,491,82,22-08-2024 00:00,13,18
1012,10,BLOG,1599,526,73,12-10-2023 00:00,1,6
1014,48,SOCIAL MEDIA,1222,213,41,23-07-2024 00:00,7,6
1015,36,SOCIAL MEDIA,2396,578,225,17-02-2023 00:00,14,9
1016,50,SOCIAL MEDIA,2595,254,60,07-07-2024 00:00,13,8
1018,46,VIDEO,659,13,0,24-12-2025 00:00,15,15
1019,12,BLOG,4207,916,254,04-03-2024 00:00,7,19
1020,11,VIDEO,2645,960,353,16-01-2023 00:00,7,4
1021,18,SOCIAL MEDIA,3746,591,101,09-11-2023 00:00,18,17
1023,27,BLOG,515,17,1,16-04-2025 00:00,9,7
1024,38,VIDEO,2096,175,25,07-02-2025 00:00,14,4
1026,6,SOCIAL MEDIA,3202,604,38,17-10-2024 00:00,15,10
1027,14,VIDEO,4142,685,79,30-09-2024 00:00,1,15
1028,39,BLOG,3132,955,231,07-03-2023 00:00,15,16
1029,8,SOCIAL MEDIA,349,20,1,28-07-2025 00:00,13,18
1030,50,VIDEO,1890,140,24,23-10-2024 00:00,14,17
1032,11,SOCIAL MEDIA,1220,180,30,24-12-2024 00:00,4,8
1033,46,BLOG,928,38,1,26-12-2025 00:00,11,19
1034,33,VIDEO,760,68,6,02-04-2025 00:00,14,14
1035,11,VIDEO,1078,131,19,03-11-2024 00:00,5,9
1037,26,VIDEO,1957,462,40,22-02-2024 00:00,20,13
1038,3,VIDEO,539,27,1,01-04-2025 00:00,20,13
1040,47,BLOG,6110,2554,445,02-04-2023 00:00,11,1
1041,24,SOCIAL MEDIA,290,25,7,04-11-2023 00:00,15,10
1042,23,SOCIAL MEDIA,2263,218,44,09-09-2024 00:00,2,9
1045,46,VIDEO,6813,2875,1131,22-01-2023 00:00,14,18
1046,50,BLOG,4931,990,99,03-06-2024 00:00,11,2
1048,9,VIDEO,557,7,0,07-12-2025 00:00,19,16
1049,27,VIDEO,2306,521,149,23-12-2023 00:00,20,13
1050,3,VIDEO,488,8,0,05-10-2025 00:00,15,8
1051,16,SOCIAL MEDIA,2387,418,99,26-07-2024 00:00,5,4
1052,15,BLOG,4707,812,234,23-11-2023 00:00,13,17
1053,44,SOCIAL MEDIA,103,2,0,11-09-2025 00:00,14,3
1054,15,SOCIAL MEDIA,8559,1957,299,17-04-2023 00:00,15,13
1056,41,VIDEO,656,9,0,08-10-2025 00:00,9,5
1057,13,BLOG,3651,903,192,30-05-2024 00:00,12,16
1058,6,SOCIAL MEDIA,3368,588,106,22-08-2024 00:00,6,19
1059,12,BLOG,7648,1110,458,23-06-2023 00:00,2,19
1060,1,SOCIAL MEDIA,2230,136,10,29-03-2024 00:00,11,3
1062,50,VIDEO,4203,1378,514,04-05-2023 00:00,15,8
1063,6,BLOG,4761,1039,260,10-01-2023 00:00,12,6
1064,30,VIDEO,1705,153,7,17-11-2024 00:00,12,20
1065,42,VIDEO,2219,684,92,17-10-2023 00:00,8,4
1066,6,SOCIAL MEDIA,4153,783,140,08-10-2023 00:00,13,15
1067,11,VIDEO,795,22,0,27-08-2025 00:00,7,7
1068,18,BLOG,345,6,0,19-08-2025 00:00,17,14
1069,15,SOCIAL MEDIA,939,23,0,17-11-2025 00:00,1,7
1071,45,BLOG,2275,348,62,27-05-2024 00:00,7,4
1072,7,BLOG,4927,1761,383,26-02-2023 00:00,18,8
1074,26,SOCIAL MEDIA,2016,119,13,16-09-2024 00:00,11,2
1076,36,SOCIAL MEDIA,906,109,15,20-06-2024 00:00,11,2
1078,16,BLOG,605,15,0,10-11-2025 00:00,19,15
1079,44,VIDEO,457,35,3,20-01-2025 00:00,2,15
1080,46,SOCIAL MEDIA,6786,1710,188,21-06-2023 00:00,18,10
1081,25,VIDEO,4970,869,371,08-02-2023 00:00,15,5
1082,7,BLOG,954,178,25,18-09-2024 00:00,5,3
1084,33,BLOG,4052,920,250,31-07-2023 00:00,16,6
